gender,Age,abonoment_type,visit_per_week,avg_time_in_gym,drink_abo,fav_drink,name_personal_trainer,uses_sauna,weekend_ratio,num_classes_attended,ratio_cardio,ratio_strength,ratio_mind_body,total_minutes,berry_boost,black_currant,coconut_pineapple,lemon,orange,passion_fruit,sauna_session_impact
Female,13,Standard,3,119,False,,Mike,True,0.3333333333333333,0.0,0.0,0.0,0.0,1014,0,0,0,0,0,0,119
Female,38,Standard,1,167,True,orange,Hanna,True,0.0,1.0,0.0,0.0,1.0,601,0,0,0,0,1,0,167
Male,33,Premium,2,149,False,,No one,False,0.5,3.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,835,0,0,0,0,0,0,0
Female,26,Premium,2,146,False,,Hanna,False,0.0,0.0,0.0,0.0,0.0,499,0,0,0,0,0,0,0
Male,26,Premium,3,154,True,lemon,No one,True,0.3333333333333333,3.0,0.0,0.0,0.6666666666666666,906,0,0,0,1,0,0,154
Female,13,Standard,2,160,True,"passion_fruit, orange",Mike,False,0.0,1.0,1.0,0.0,0.0,1256,0,0,0,0,1,1,0
Male,14,Premium,3,119,True,"lemon, coconut_pineapple",Jeffrey,True,0.3333333333333333,0.0,0.0,0.0,0.0,874,0,0,1,1,0,0,119
Female,16,Premium,1,112,False,,No one,False,0.0,0.0,0.0,0.0,0.0,522,0,0,0,0,0,0,0
Male,35,Standard,1,102,True,coconut_pineapple,Chantal,False,0.0,3.0,0.3333333333333333,0.0,0.6666666666666666,792,0,0,1,0,0,0,0
Male,19,Premium,3,118,True,"berry_boost, passion_fruit",No one,False,0.3333333333333333,1.0,1.0,0.0,0.0,901,1,0,0,0,0,1,0
Male,32,Standard,5,114,True,berry_boost,Chantal,False,0.4,3.0,0.3333333333333333,0.0,0.6666666666666666,1181,1,0,0,0,0,0,0
Female,27,Premium,1,91,True,orange,No one,True,0.0,0.0,0.0,0.0,0.0,685,0,0,0,0,1,0,91
Female,21,Premium,3,81,True,"orange, coconut_pineapple",No one,True,0.0,3.0,0.6666666666666666,0.3333333333333333,0.0,1215,0,0,1,0,1,0,81
Male,36,Premium,3,130,False,,Jeffrey,True,0.3333333333333333,0.0,0.0,0.0,0.0,601,0,0,0,0,0,0,130
Male,24,Standard,5,160,True,"black_currant, lemon",No one,False,0.4,0.0,0.0,0.0,0.0,1253,0,1,0,1,0,0,0
Female,42,Premium,3,98,False,,Chantal,True,0.6666666666666666,2.0,0.5,0.0,0.0,623,0,0,0,0,0,0,98
Female,47,Premium,2,86,False,,Hanna,True,0.5,3.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,882,0,0,0,0,0,0,86
Male,20,Premium,5,159,False,,Mike,True,0.2,0.0,0.0,0.0,0.0,1095,0,0,0,0,0,0,159
Male,34,Standard,3,161,True,orange,No one,True,0.6666666666666666,1.0,0.0,1.0,0.0,819,0,0,0,0,1,0,161
Female,43,Standard,5,79,False,,No one,False,0.4,0.0,0.0,0.0,0.0,542,0,0,0,0,0,0,0
Female,40,Premium,2,118,False,,No one,False,0.5,0.0,0.0,0.0,0.0,519,0,0,0,0,0,0,0
Male,44,Premium,1,135,True,"coconut_pineapple, berry_boost",No one,False,0.0,0.0,0.0,0.0,0.0,1243,1,0,1,0,0,0,0
Female,18,Premium,2,107,True,"passion_fruit, black_currant",No one,True,0.0,1.0,0.0,0.0,0.0,626,0,1,0,0,0,1,107
Female,16,Premium,3,107,True,coconut_pineapple,Hanna,True,0.3333333333333333,0.0,0.0,0.0,0.0,964,0,0,1,0,0,0,107
Female,35,Standard,1,58,False,,No one,False,1.0,0.0,0.0,0.0,0.0,578,0,0,0,0,0,0,0
Female,29,Premium,1,99,True,"black_currant, lemon",Chantal,False,0.0,1.0,0.0,0.0,1.0,625,0,1,0,1,0,0,0
Female,28,Standard,1,142,True,"coconut_pineapple, passion_fruit",Hanna,True,1.0,0.0,0.0,0.0,0.0,709,0,0,1,0,0,1,142
Male,48,Premium,2,158,False,,Hanna,True,0.0,0.0,0.0,0.0,0.0,597,0,0,0,0,0,0,158
Female,43,Standard,4,175,False,,Hanna,False,0.25,1.0,1.0,0.0,0.0,1121,0,0,0,0,0,0,0
Male,35,Standard,3,87,False,,No one,False,0.3333333333333333,0.0,0.0,0.0,0.0,902,0,0,0,0,0,0,0
Male,26,Premium,5,136,False,,Jeffrey,True,0.2,1.0,0.0,0.0,1.0,989,0,0,0,0,0,0,136
Female,48,Premium,3,137,False,,Chantal,True,0.0,2.0,0.0,0.0,1.0,716,0,0,0,0,0,0,137
Female,44,Premium,2,161,True,"black_currant, passion_fruit",No one,True,0.5,2.0,0.5,0.5,0.0,534,0,1,0,0,0,1,161
Male,45,Standard,3,93,True,"coconut_pineapple, passion_fruit",No one,True,0.3333333333333333,0.0,0.0,0.0,0.0,583,0,0,1,0,0,1,93
Male,28,Premium,2,82,False,,No one,True,0.5,2.0,0.0,0.5,0.5,1258,0,0,0,0,0,0,82
Female,20,Premium,2,69,False,,No one,False,0.5,2.0,0.5,0.0,0.5,566,0,0,0,0,0,0,0
Female,43,Standard,4,161,True,"orange, berry_boost",Mike,False,0.25,1.0,0.0,0.0,1.0,1236,1,0,0,0,1,0,0
Male,24,Standard,2,162,True,black_currant,Chantal,True,0.5,3.0,0.3333333333333333,0.3333333333333333,0.0,949,0,1,0,0,0,0,162
Male,22,Standard,3,71,False,,No one,True,0.3333333333333333,0.0,0.0,0.0,0.0,1033,0,0,0,0,0,0,71
Female,23,Standard,3,162,False,,No one,False,0.3333333333333333,0.0,0.0,0.0,0.0,516,0,0,0,0,0,0,0
Male,46,Premium,5,30,False,,Chantal,True,0.2,2.0,0.0,0.5,0.5,739,0,0,0,0,0,0,30
Male,17,Premium,2,86,False,,No one,True,0.0,1.0,0.0,1.0,0.0,640,0,0,0,0,0,0,86
Female,36,Standard,2,122,True,orange,Chantal,True,0.5,2.0,0.5,0.5,0.0,1178,0,0,0,0,1,0,122
Female,47,Premium,3,107,False,,Chantal,False,0.3333333333333333,0.0,0.0,0.0,0.0,1110,0,0,0,0,0,0,0
Female,29,Standard,3,68,False,,Chantal,True,0.3333333333333333,0.0,0.0,0.0,0.0,628,0,0,0,0,0,0,68
Male,30,Standard,3,35,True,"passion_fruit, coconut_pineapple",No one,True,0.3333333333333333,0.0,0.0,0.0,0.0,1042,0,0,1,0,0,1,35
Female,22,Premium,3,57,True,"lemon, berry_boost",Hanna,True,0.6666666666666666,0.0,0.0,0.0,0.0,641,1,0,0,1,0,0,57
Female,41,Standard,2,147,False,,No one,True,0.5,0.0,0.0,0.0,0.0,835,0,0,0,0,0,0,147
Female,45,Premium,4,48,False,,No one,True,0.0,0.0,0.0,0.0,0.0,786,0,0,0,0,0,0,48
Female,22,Premium,1,170,False,,No one,False,1.0,1.0,1.0,0.0,0.0,498,0,0,0,0,0,0,0
Male,20,Standard,5,33,True,"berry_boost, coconut_pineapple",Mike,True,0.4,1.0,1.0,0.0,0.0,784,1,0,1,0,0,0,33
Male,33,Premium,1,43,True,passion_fruit,No one,False,0.0,1.0,1.0,0.0,0.0,544,0,0,0,0,0,1,0
Female,36,Premium,3,165,False,,No one,True,0.3333333333333333,0.0,0.0,0.0,0.0,671,0,0,0,0,0,0,165
Male,30,Premium,5,54,False,,Hanna,True,0.4,1.0,0.0,1.0,0.0,784,0,0,0,0,0,0,54
Male,17,Premium,1,177,True,black_currant,Mike,True,0.0,0.0,0.0,0.0,0.0,630,0,1,0,0,0,0,177
Male,35,Premium,2,93,True,berry_boost,Chantal,False,0.0,0.0,0.0,0.0,0.0,1026,1,0,0,0,0,0,0
Male,28,Standard,2,166,True,passion_fruit,No one,True,0.5,0.0,0.0,0.0,0.0,1217,0,0,0,0,0,1,166
Female,27,Standard,5,145,False,,No one,False,0.2,0.0,0.0,0.0,0.0,597,0,0,0,0,0,0,0
Male,20,Premium,1,88,False,,Mike,True,1.0,0.0,0.0,0.0,0.0,933,0,0,0,0,0,0,88
Female,17,Premium,2,52,False,,Hanna,False,0.0,0.0,0.0,0.0,0.0,954,0,0,0,0,0,0,0
Male,33,Premium,2,107,True,berry_boost,Mike,False,0.5,3.0,0.6666666666666666,0.0,0.3333333333333333,976,1,0,0,0,0,0,0
Female,43,Standard,5,180,False,,No one,False,0.2,1.0,0.0,1.0,0.0,764,0,0,0,0,0,0,0
Female,36,Standard,2,103,False,,Jeffrey,True,0.0,3.0,0.3333333333333333,0.0,0.3333333333333333,1099,0,0,0,0,0,0,103
Male,45,Standard,2,163,True,berry_boost,Mike,True,0.5,0.0,0.0,0.0,0.0,755,1,0,0,0,0,0,163
Male,42,Standard,3,125,False,,No one,False,0.3333333333333333,2.0,0.5,0.5,0.0,1135,0,0,0,0,0,0,0
Male,29,Premium,1,84,True,coconut_pineapple,No one,False,0.0,0.0,0.0,0.0,0.0,513,0,0,1,0,0,0,0
Male,18,Standard,3,49,True,"black_currant, lemon",No one,False,0.3333333333333333,2.0,0.5,0.0,0.5,555,0,1,0,1,0,0,0
Female,32,Premium,2,173,False,,No one,False,1.0,1.0,1.0,0.0,0.0,1147,0,0,0,0,0,0,0
Female,27,Standard,3,66,False,,Chantal,False,0.3333333333333333,3.0,0.0,0.6666666666666666,0.3333333333333333,1229,0,0,0,0,0,0,0
Male,47,Premium,3,106,False,,Chantal,True,0.3333333333333333,3.0,0.3333333333333333,0.6666666666666666,0.0,771,0,0,0,0,0,0,106
Female,16,Premium,2,94,True,"passion_fruit, black_currant",No one,True,1.0,0.0,0.0,0.0,0.0,689,0,1,0,0,0,1,94
Female,39,Standard,4,53,False,,No one,True,0.25,1.0,0.0,0.0,1.0,634,0,0,0,0,0,0,53
Female,46,Standard,1,126,True,"lemon, berry_boost",No one,True,1.0,0.0,0.0,0.0,0.0,673,1,0,0,1,0,0,126
Female,21,Premium,3,77,True,berry_boost,No one,False,0.6666666666666666,0.0,0.0,0.0,0.0,784,1,0,0,0,0,0,0
Male,31,Standard,1,48,False,,Chantal,False,1.0,1.0,1.0,0.0,0.0,877,0,0,0,0,0,0,0
Female,40,Standard,4,48,False,,No one,True,0.5,3.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,595,0,0,0,0,0,0,48
Female,41,Standard,2,123,True,coconut_pineapple,Chantal,True,0.0,3.0,0.6666666666666666,0.3333333333333333,0.0,1003,0,0,1,0,0,0,123
Female,12,Standard,3,160,True,berry_boost,No one,True,0.0,1.0,0.0,0.0,1.0,610,1,0,0,0,0,0,160
Male,40,Standard,1,177,False,,No one,True,1.0,0.0,0.0,0.0,0.0,628,0,0,0,0,0,0,177
Male,29,Premium,3,172,False,,No one,False,0.3333333333333333,0.0,0.0,0.0,0.0,856,0,0,0,0,0,0,0
Male,19,Premium,2,117,True,coconut_pineapple,Jeffrey,False,0.5,0.0,0.0,0.0,0.0,1017,0,0,1,0,0,0,0
Female,34,Premium,2,145,False,,Hanna,True,0.0,0.0,0.0,0.0,0.0,575,0,0,0,0,0,0,145
Female,21,Premium,3,86,False,,No one,True,0.3333333333333333,0.0,0.0,0.0,0.0,514,0,0,0,0,0,0,86
Male,44,Standard,3,79,True,black_currant,Jeffrey,True,0.6666666666666666,1.0,1.0,0.0,0.0,611,0,1,0,0,0,0,79
Female,24,Standard,3,140,False,,Mike,False,0.3333333333333333,1.0,0.0,1.0,0.0,1062,0,0,0,0,0,0,0
Male,33,Standard,5,49,True,lemon,Chantal,False,0.4,2.0,0.0,0.0,1.0,629,0,0,0,1,0,0,0
Female,47,Premium,2,91,True,coconut_pineapple,Mike,True,0.5,0.0,0.0,0.0,0.0,799,0,0,1,0,0,0,91
Female,38,Premium,1,42,True,"passion_fruit, berry_boost",Mike,True,0.0,2.0,0.5,0.5,0.0,591,1,0,0,0,0,1,42
Male,12,Premium,3,91,True,"orange, black_currant",No one,False,0.3333333333333333,2.0,0.0,0.0,0.5,1197,0,1,0,0,1,0,0
Female,21,Standard,2,95,True,coconut_pineapple,No one,False,0.0,0.0,0.0,0.0,0.0,1213,0,0,1,0,0,0,0
Female,22,Standard,3,54,False,,Chantal,False,0.6666666666666666,3.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1192,0,0,0,0,0,0,0
Female,33,Premium,1,87,False,,No one,False,0.0,0.0,0.0,0.0,0.0,842,0,0,0,0,0,0,0
Female,20,Premium,2,169,False,,No one,True,0.0,1.0,0.0,0.0,1.0,1072,0,0,0,0,0,0,169
Female,30,Standard,3,40,False,,No one,False,0.6666666666666666,2.0,0.5,0.0,0.0,1063,0,0,0,0,0,0,0
Male,15,Standard,3,156,False,,No one,False,0.3333333333333333,3.0,0.3333333333333333,0.0,0.6666666666666666,993,0,0,0,0,0,0,0
Female,47,Premium,1,104,False,,Chantal,False,1.0,0.0,0.0,0.0,0.0,983,0,0,0,0,0,0,0
Female,30,Premium,3,142,False,,Jeffrey,True,0.3333333333333333,0.0,0.0,0.0,0.0,831,0,0,0,0,0,0,142
Female,14,Premium,3,35,False,,Jeffrey,False,0.6666666666666666,0.0,0.0,0.0,0.0,876,0,0,0,0,0,0,0
Male,33,Premium,4,178,True,orange,No one,True,0.0,0.0,0.0,0.0,0.0,1148,0,0,0,0,1,0,178
Male,49,Standard,1,42,True,"berry_boost, lemon",No one,False,0.0,1.0,0.0,0.0,1.0,1082,1,0,0,1,0,0,0
Male,40,Standard,5,56,False,,No one,False,0.4,0.0,0.0,0.0,0.0,503,0,0,0,0,0,0,0
Male,46,Premium,3,67,False,,Jeffrey,False,0.3333333333333333,2.0,0.5,0.5,0.0,810,0,0,0,0,0,0,0
Female,40,Standard,3,143,True,passion_fruit,Chantal,True,0.0,0.0,0.0,0.0,0.0,895,0,0,0,0,0,1,143
Female,22,Premium,2,93,True,"lemon, black_currant",No one,False,0.5,3.0,0.0,0.3333333333333333,0.6666666666666666,1159,0,1,0,1,0,0,0
Female,43,Premium,1,108,False,,No one,True,0.0,1.0,0.0,1.0,0.0,1209,0,0,0,0,0,0,108
Female,33,Standard,3,151,False,,No one,False,0.3333333333333333,0.0,0.0,0.0,0.0,586,0,0,0,0,0,0,0
Female,14,Premium,3,73,False,,Hanna,False,0.3333333333333333,0.0,0.0,0.0,0.0,880,0,0,0,0,0,0,0
Male,14,Standard,3,145,False,,Jeffrey,False,0.6666666666666666,0.0,0.0,0.0,0.0,849,0,0,0,0,0,0,0
Male,14,Standard,3,95,False,,Chantal,True,0.3333333333333333,0.0,0.0,0.0,0.0,520,0,0,0,0,0,0,95
Female,19,Standard,3,84,False,,Hanna,True,0.0,0.0,0.0,0.0,0.0,658,0,0,0,0,0,0,84
Female,32,Premium,3,85,True,"passion_fruit, orange",No one,False,0.3333333333333333,0.0,0.0,0.0,0.0,863,0,0,0,0,1,1,0
Male,47,Premium,1,50,False,,Hanna,True,1.0,2.0,0.5,0.0,0.5,744,0,0,0,0,0,0,50
Male,43,Premium,2,172,False,,Chantal,False,0.5,0.0,0.0,0.0,0.0,1180,0,0,0,0,0,0,0
Male,34,Standard,3,83,True,"lemon, passion_fruit",Hanna,False,0.0,0.0,0.0,0.0,0.0,941,0,0,0,1,0,1,0
Male,21,Premium,1,160,True,orange,Hanna,True,0.0,0.0,0.0,0.0,0.0,1091,0,0,0,0,1,0,160
Male,27,Premium,2,119,True,orange,No one,True,0.0,1.0,1.0,0.0,0.0,695,0,0,0,0,1,0,119
Female,31,Premium,5,95,False,,Mike,True,0.2,2.0,0.5,0.5,0.0,571,0,0,0,0,0,0,95
Female,21,Standard,2,100,True,passion_fruit,Mike,False,0.5,0.0,0.0,0.0,0.0,785,0,0,0,0,0,1,0
Female,15,Standard,2,174,True,coconut_pineapple,No one,False,0.0,0.0,0.0,0.0,0.0,1011,0,0,1,0,0,0,0
Female,20,Premium,3,37,False,,No one,True,0.6666666666666666,0.0,0.0,0.0,0.0,632,0,0,0,0,0,0,37
Male,36,Standard,1,109,True,lemon,No one,True,0.0,0.0,0.0,0.0,0.0,1255,0,0,0,1,0,0,109
Female,31,Standard,5,42,False,,No one,False,0.2,0.0,0.0,0.0,0.0,1168,0,0,0,0,0,0,0
Female,14,Standard,2,144,True,"lemon, orange",No one,True,0.0,3.0,0.6666666666666666,0.3333333333333333,0.0,633,0,0,0,1,1,0,144
Male,40,Premium,3,65,False,,Mike,False,0.0,2.0,0.5,0.0,0.0,1199,0,0,0,0,0,0,0
Female,22,Standard,5,93,False,,No one,True,0.4,3.0,0.3333333333333333,0.6666666666666666,0.0,493,0,0,0,0,0,0,93
Female,16,Premium,3,85,False,,Chantal,False,0.3333333333333333,0.0,0.0,0.0,0.0,1041,0,0,0,0,0,0,0
Male,49,Premium,3,54,True,passion_fruit,Jeffrey,True,0.0,3.0,0.3333333333333333,0.3333333333333333,0.0,1230,0,0,0,0,0,1,54
Female,14,Premium,3,105,True,"lemon, passion_fruit",No one,True,0.6666666666666666,0.0,0.0,0.0,0.0,611,0,0,0,1,0,1,105
Female,14,Standard,5,67,True,"black_currant, passion_fruit",Mike,True,0.4,3.0,0.0,0.3333333333333333,0.3333333333333333,1223,0,1,0,0,0,1,67
Male,36,Standard,3,88,False,,No one,False,0.3333333333333333,3.0,0.3333333333333333,0.0,0.6666666666666666,1099,0,0,0,0,0,0,0
Male,36,Premium,2,131,True,"orange, berry_boost",Mike,False,0.5,3.0,0.3333333333333333,0.6666666666666666,0.0,548,1,0,0,0,1,0,0
Male,26,Standard,2,131,False,,No one,False,0.5,0.0,0.0,0.0,0.0,1077,0,0,0,0,0,0,0
Male,19,Premium,1,70,False,,Mike,True,1.0,0.0,0.0,0.0,0.0,970,0,0,0,0,0,0,70
Male,29,Premium,2,110,False,,No one,True,0.0,2.0,0.5,0.0,0.5,1215,0,0,0,0,0,0,110
Male,27,Premium,2,73,False,,Hanna,True,0.0,0.0,0.0,0.0,0.0,1244,0,0,0,0,0,0,73
Male,47,Premium,2,81,True,"passion_fruit, orange",Chantal,True,0.0,2.0,0.5,0.5,0.0,1001,0,0,0,0,1,1,81
Male,39,Standard,2,130,True,"lemon, black_currant",Mike,False,0.0,2.0,0.0,1.0,0.0,678,0,1,0,1,0,0,0
Male,47,Standard,1,40,True,orange,Hanna,False,0.0,0.0,0.0,0.0,0.0,881,0,0,0,0,1,0,0
Female,20,Premium,2,43,True,passion_fruit,Chantal,True,0.5,0.0,0.0,0.0,0.0,1134,0,0,0,0,0,1,43
Female,20,Standard,4,150,True,passion_fruit,Jeffrey,False,0.0,0.0,0.0,0.0,0.0,711,0,0,0,0,0,1,0
Male,22,Standard,2,151,True,orange,Mike,True,0.5,0.0,0.0,0.0,0.0,852,0,0,0,0,1,0,151
Female,22,Standard,3,109,False,,Hanna,False,0.6666666666666666,2.0,0.5,0.5,0.0,1077,0,0,0,0,0,0,0
Female,24,Premium,3,47,False,,Hanna,True,0.0,3.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,917,0,0,0,0,0,0,47
Female,17,Standard,3,77,True,"berry_boost, lemon",Chantal,False,0.3333333333333333,1.0,0.0,1.0,0.0,941,1,0,0,1,0,0,0
Male,29,Standard,1,93,True,lemon,No one,True,1.0,0.0,0.0,0.0,0.0,1020,0,0,0,1,0,0,93
Male,36,Premium,3,169,True,berry_boost,Jeffrey,True,0.3333333333333333,0.0,0.0,0.0,0.0,522,1,0,0,0,0,0,169
Male,20,Standard,5,161,False,,No one,False,0.2,0.0,0.0,0.0,0.0,1061,0,0,0,0,0,0,0
Male,29,Standard,2,176,False,,Chantal,True,0.5,1.0,1.0,0.0,0.0,885,0,0,0,0,0,0,176
Male,32,Premium,3,66,False,,Chantal,True,0.3333333333333333,0.0,0.0,0.0,0.0,1234,0,0,0,0,0,0,66
Female,42,Premium,4,64,False,,No one,True,0.0,1.0,1.0,0.0,0.0,595,0,0,0,0,0,0,64
Male,14,Standard,3,109,False,,No one,True,0.3333333333333333,3.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,747,0,0,0,0,0,0,109
Female,35,Premium,3,167,False,,No one,False,0.0,3.0,0.3333333333333333,0.6666666666666666,0.0,812,0,0,0,0,0,0,0
Male,43,Standard,3,56,True,"passion_fruit, lemon",Mike,False,0.3333333333333333,0.0,0.0,0.0,0.0,732,0,0,0,1,0,1,0
Female,37,Standard,1,146,True,lemon,Hanna,False,1.0,0.0,0.0,0.0,0.0,999,0,0,0,1,0,0,0
Female,49,Standard,5,35,False,,No one,False,0.4,1.0,0.0,0.0,1.0,495,0,0,0,0,0,0,0
Male,47,Standard,2,138,True,black_currant,No one,True,0.5,0.0,0.0,0.0,0.0,1015,0,1,0,0,0,0,138
Male,49,Premium,1,85,False,,No one,True,1.0,0.0,0.0,0.0,0.0,681,0,0,0,0,0,0,85
Male,19,Standard,2,115,False,,No one,False,0.0,1.0,0.0,0.0,1.0,841,0,0,0,0,0,0,0
Male,48,Standard,4,37,False,,No one,False,0.0,0.0,0.0,0.0,0.0,574,0,0,0,0,0,0,0
Female,23,Premium,3,84,True,"berry_boost, coconut_pineapple",Chantal,False,0.3333333333333333,0.0,0.0,0.0,0.0,596,1,0,1,0,0,0,0
Male,23,Premium,4,42,False,,Chantal,False,0.0,0.0,0.0,0.0,0.0,662,0,0,0,0,0,0,0
Female,13,Standard,2,105,False,,No one,False,0.0,0.0,0.0,0.0,0.0,1047,0,0,0,0,0,0,0
Male,48,Premium,3,100,True,passion_fruit,Jeffrey,True,0.3333333333333333,3.0,0.3333333333333333,0.3333333333333333,0.0,513,0,0,0,0,0,1,100
Male,27,Premium,5,168,True,"lemon, black_currant",No one,True,0.4,2.0,0.0,1.0,0.0,650,0,1,0,1,0,0,168
Female,14,Standard,3,176,False,,Chantal,True,0.3333333333333333,1.0,0.0,1.0,0.0,541,0,0,0,0,0,0,176
Male,14,Premium,1,83,False,,No one,True,0.0,0.0,0.0,0.0,0.0,786,0,0,0,0,0,0,83
Male,17,Standard,1,126,False,,Hanna,False,0.0,0.0,0.0,0.0,0.0,1078,0,0,0,0,0,0,0
Male,39,Standard,2,32,True,berry_boost,No one,False,0.0,2.0,0.5,0.5,0.0,560,1,0,0,0,0,0,0
Female,49,Standard,3,78,True,passion_fruit,Mike,True,0.3333333333333333,0.0,0.0,0.0,0.0,1062,0,0,0,0,0,1,78
Male,12,Standard,5,146,True,"lemon, orange",Mike,False,0.4,3.0,0.0,0.6666666666666666,0.3333333333333333,1189,0,0,0,1,1,0,0
Female,37,Premium,1,34,True,"lemon, coconut_pineapple",No one,False,1.0,1.0,0.0,0.0,1.0,501,0,0,1,1,0,0,0
Male,36,Premium,2,166,False,,No one,True,0.0,2.0,0.5,0.5,0.0,688,0,0,0,0,0,0,166
Male,13,Standard,4,34,False,,No one,False,0.5,0.0,0.0,0.0,0.0,887,0,0,0,0,0,0,0
Male,31,Premium,2,174,False,,No one,False,0.0,0.0,0.0,0.0,0.0,828,0,0,0,0,0,0,0
Female,39,Standard,4,48,False,,No one,True,0.5,0.0,0.0,0.0,0.0,1027,0,0,0,0,0,0,48
Female,12,Premium,3,73,False,,No one,True,0.3333333333333333,3.0,0.3333333333333333,0.6666666666666666,0.0,837,0,0,0,0,0,0,73
Female,23,Premium,1,175,True,"passion_fruit, berry_boost",No one,False,0.0,0.0,0.0,0.0,0.0,1014,1,0,0,0,0,1,0
Male,45,Premium,2,138,True,"black_currant, coconut_pineapple",No one,True,0.0,0.0,0.0,0.0,0.0,683,0,1,1,0,0,0,138
Male,39,Premium,5,67,True,lemon,Jeffrey,False,0.2,0.0,0.0,0.0,0.0,1201,0,0,0,1,0,0,0
Male,14,Standard,2,133,True,"coconut_pineapple, black_currant",Mike,False,0.0,0.0,0.0,0.0,0.0,833,0,1,1,0,0,0,0
Male,30,Premium,3,163,True,coconut_pineapple,Jeffrey,True,0.3333333333333333,2.0,0.0,0.5,0.5,780,0,0,1,0,0,0,163
Female,15,Premium,3,72,True,coconut_pineapple,Jeffrey,True,0.0,0.0,0.0,0.0,0.0,595,0,0,1,0,0,0,72
Male,12,Standard,1,41,True,"orange, passion_fruit",Jeffrey,True,0.0,0.0,0.0,0.0,0.0,947,0,0,0,0,1,1,41
Male,46,Standard,4,136,True,"black_currant, coconut_pineapple",Mike,False,0.25,3.0,0.3333333333333333,0.6666666666666666,0.0,811,0,1,1,0,0,0,0
Male,49,Premium,4,31,True,black_currant,No one,False,0.25,0.0,0.0,0.0,0.0,501,0,1,0,0,0,0,0
Female,43,Premium,2,142,True,"passion_fruit, coconut_pineapple",Chantal,True,0.5,0.0,0.0,0.0,0.0,1112,0,0,1,0,0,1,142
Male,19,Premium,2,133,True,orange,Jeffrey,False,0.0,1.0,0.0,0.0,0.0,1033,0,0,0,0,1,0,0
Male,42,Premium,3,173,True,lemon,Chantal,False,0.3333333333333333,0.0,0.0,0.0,0.0,597,0,0,0,1,0,0,0
Male,46,Standard,1,163,True,"berry_boost, black_currant",No one,False,1.0,1.0,1.0,0.0,0.0,1086,1,1,0,0,0,0,0
Male,18,Standard,3,133,False,,Chantal,False,0.0,2.0,0.5,0.5,0.0,707,0,0,0,0,0,0,0
Male,41,Premium,1,102,True,"lemon, coconut_pineapple",Jeffrey,True,0.0,2.0,1.0,0.0,0.0,688,0,0,1,1,0,0,102
Male,19,Premium,4,59,True,coconut_pineapple,Hanna,False,0.0,0.0,0.0,0.0,0.0,1147,0,0,1,0,0,0,0
